,vendor_name,capec_count,tags,countermeasures
0,TP-Link,204,"['adversary exploits', 'protected stateful firewall', 'adversary exploits functionality', 'identifying information', 'different operating systems', 'sequence number generation', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary exploits weakness', 'adversary']","[' Disable Java Script in the browser', ' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.']"
0,WeMo,63,"['buffer overflow', 'possibility encode potentially', 'user controllable input', 'buffer overflow vulnerability', 'causing buffer overflow', 'leverages implicit trust', 'possibility encode potentially', 'leverages implicit trust', 'authoritative reputable', 'possibility encode potentially', 'input']",[]
0,GE Smart,280,"['adversary exploits weakness', 'adversary execute flooding', 'adversary execute flooding', 'adversary exploits functionality', 'within application framework', 'within application framework', 'within application framework', 'within application framework', 'adversary exploits functionality', 'adversary previously installed', 'adversary']","[' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.', ' Disable Java Script in the browser', ' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.']"
0,Edimax,64,"['malicious script', 'possibility encode potentially', 'scripting malicious script', 'user controllable input', 'considerations exactly inspection', 'scripting malicious script', 'buffer overflow vulnerability', 'handling routines', 'possibility encode potentially', 'causing buffer overflow', 'input']",[]
0,Haier,0,[],[]
0,HomeMatic,153,"['adversary exploits', 'protected stateful firewall', 'adversary exploits functionality', 'different operating systems', 'authentication mechanism', 'adversary exploits functionality', 'adversary exploits functionality', 'sensitive information', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary']",[' Disable Java Script in the browser']
0,Ikea,320,"['adversary exploits weakness', 'adversary execute flooding', 'adversary execute flooding', 'within application framework', 'adversary execute flooding', 'adversary exploits functionality', 'adversary execute flooding', 'within application framework', 'adversary exploits functionality', 'within application framework', 'adversary']","[' Disable Java Script in the browser', ' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.', ' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.']"
0,LG Electronics,66,"['operating systems', 'adversary exploits functionality', 'predictable sequence number', 'predictable sequence number', 'adversary exploits functionality', 'spoofing session hijacking', 'spoofing session hijacking', 'usually referred ping', 'connect scanning', 'network reconnaissance', 'port']",[' Disable Java Script in the browser']
0,Miele,19,"['authentication', 'interpreted', 'server believes', 'passes file system', 'authentication mechanism', 'server believes', 'authentication', 'permissions possible upload', 'existing infrastructure', 'identifying information']",[]
0,NetGear Arlo,7,"['configuration', 'file system', 'elevated privileges', 'elevated privileges', 'elevated privileges', 'hard coded', 'application server execute', 'strings', 'software', 'http', 'elevated']",[]
0,Osram,88,"['operating systems', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary exploits functionality', 'sequence number generation', 'adversary exploits weakness', 'privilege level type', 'packet operating systems', 'adversary exploits weakness', 'system starts also', 'port']",[' Disable Java Script in the browser']
0,Philips Hue,13,"['application framework order', 'domain name', 'change destination content', 'transactions', 'obtain plaintext', 'confidential information', 'communication protocol', 'malware exposure financial', 'secret space', 'masquerade part pharming', 'within']","[' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.']"
0,Panasonic,273,"['adversary exploits weakness', 'adversary execute flooding', 'adversary execute flooding', 'adversary exploits functionality', 'within application framework', 'within application framework', 'within application framework', 'adversary execute flooding', 'adversary exploits functionality', 'sensitive information', 'adversary']","[' Disable Java Script in the browser', ' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.', ' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.']"
0,Schneider,222,"['adversary exploits weakness', 'protected stateful firewall', 'adversary execute flooding', 'adversary exploits functionality', 'within application framework', 'within application framework', 'sensitive information', 'adversary exploits functionality', 'arbitrary code execution', 'within application framework', 'adversary']",[' Disable Java Script in the browser']
0,Siemens Home,7,"['vulnerable application', 'vulnerabilities', 'file scripting', 'algorithm pseudorandom number', 'used application', 'malicious script', 'adversary vulnerable application', 'attacks', 'file', 'signature']",[]
0,Sony smart,9,"['error messages', 'error messages', 'intermediate', 'structures', 'abused create excessive', 'intermediate', 'configuration', 'access potentially privileged', 'application error messages', 'messages']",[]
0,Smarter,127,"['adversary exploits', 'fingerprinting probe', 'adversary exploits functionality', 'different operating systems', 'adversary exploits functionality', 'adversary exploits functionality', 'accomplished sending segments', 'environment variables', 'adversary exploits functionality', 'authentication mechanism', 'port']",[' Disable Java Script in the browser']
0,Samsung electronics,246,"['adversary exploits weakness', 'different operating systems', 'adversary exploits functionality', 'adversary exploits functionality', 'within application framework', 'different operating systems', 'adversary exploits functionality', 'adversary exploits weakness', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary']","[' Disable Java Script in the browser', ' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.', ' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.']"
0,TP-Link,204,"['adversary exploits', 'protected stateful firewall', 'adversary exploits functionality', 'identifying information', 'different operating systems', 'sequence number generation', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary exploits weakness', 'adversary']","[' Disable Java Script in the browser', ' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.']"
0,WeMo,63,"['buffer overflow', 'possibility encode potentially', 'user controllable input', 'buffer overflow vulnerability', 'causing buffer overflow', 'leverages implicit trust', 'possibility encode potentially', 'leverages implicit trust', 'authoritative reputable', 'possibility encode potentially', 'input']",[]
0,Razer,29,"['buffer overflow vulnerability', 'access functionality', 'previously transaction perform', 'race condition occurring', 'allocated buffer', 'overflow crafts malicious', 'directory contents', 'overflow vulnerability targeted', 'obtains authoritative reputable', 'organization purpose disruption', 'buffer']",[]
0,GE Smart,280,"['adversary exploits weakness', 'adversary execute flooding', 'adversary execute flooding', 'adversary exploits functionality', 'within application framework', 'within application framework', 'within application framework', 'within application framework', 'adversary exploits functionality', 'adversary previously installed', 'adversary']","[' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.', ' Disable Java Script in the browser', ' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.']"
0,Edimax,64,"['malicious script', 'possibility encode potentially', 'scripting malicious script', 'user controllable input', 'considerations exactly inspection', 'scripting malicious script', 'buffer overflow vulnerability', 'handling routines', 'possibility encode potentially', 'causing buffer overflow', 'input']",[]
0,Haier,0,[],[]
0,HomeMatic,153,"['adversary exploits', 'protected stateful firewall', 'adversary exploits functionality', 'different operating systems', 'authentication mechanism', 'adversary exploits functionality', 'adversary exploits functionality', 'sensitive information', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary']",[' Disable Java Script in the browser']
0,Ikea,320,"['adversary exploits weakness', 'adversary execute flooding', 'adversary execute flooding', 'within application framework', 'adversary execute flooding', 'adversary exploits functionality', 'adversary execute flooding', 'within application framework', 'adversary exploits functionality', 'within application framework', 'adversary']","[' Disable Java Script in the browser', ' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.', ' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.']"
0,LG Electronics,66,"['operating systems', 'adversary exploits functionality', 'predictable sequence number', 'predictable sequence number', 'adversary exploits functionality', 'spoofing session hijacking', 'spoofing session hijacking', 'usually referred ping', 'connect scanning', 'network reconnaissance', 'port']",[' Disable Java Script in the browser']
0,Miele,19,"['authentication', 'interpreted', 'server believes', 'passes file system', 'authentication mechanism', 'server believes', 'authentication', 'permissions possible upload', 'existing infrastructure', 'identifying information']",[]
0,NetGear Arlo,7,"['configuration', 'file system', 'elevated privileges', 'elevated privileges', 'elevated privileges', 'hard coded', 'application server execute', 'strings', 'software', 'http', 'elevated']",[]
0,Osram,88,"['operating systems', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary exploits functionality', 'sequence number generation', 'adversary exploits weakness', 'privilege level type', 'packet operating systems', 'adversary exploits weakness', 'system starts also', 'port']",[' Disable Java Script in the browser']
0,Philips Hue,13,"['application framework order', 'domain name', 'change destination content', 'transactions', 'obtain plaintext', 'confidential information', 'communication protocol', 'malware exposure financial', 'secret space', 'masquerade part pharming', 'within']","[' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.']"
0,Panasonic,273,"['adversary exploits weakness', 'adversary execute flooding', 'adversary execute flooding', 'adversary exploits functionality', 'within application framework', 'within application framework', 'within application framework', 'adversary execute flooding', 'adversary exploits functionality', 'sensitive information', 'adversary']","[' Disable Java Script in the browser', ' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.', ' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.']"
0,Schneider,222,"['adversary exploits weakness', 'protected stateful firewall', 'adversary execute flooding', 'adversary exploits functionality', 'within application framework', 'within application framework', 'sensitive information', 'adversary exploits functionality', 'arbitrary code execution', 'within application framework', 'adversary']",[' Disable Java Script in the browser']
0,Siemens Home,7,"['vulnerable application', 'vulnerabilities', 'file scripting', 'algorithm pseudorandom number', 'used application', 'malicious script', 'adversary vulnerable application', 'attacks', 'file', 'signature']",[]
0,Sony smart,9,"['error messages', 'error messages', 'intermediate', 'structures', 'abused create excessive', 'intermediate', 'configuration', 'access potentially privileged', 'application error messages', 'messages']",[]
0,Smarter,127,"['adversary exploits', 'fingerprinting probe', 'adversary exploits functionality', 'different operating systems', 'adversary exploits functionality', 'adversary exploits functionality', 'accomplished sending segments', 'environment variables', 'adversary exploits functionality', 'authentication mechanism', 'port']",[' Disable Java Script in the browser']
0,Samsung electronics,246,"['adversary exploits weakness', 'different operating systems', 'adversary exploits functionality', 'adversary exploits functionality', 'within application framework', 'different operating systems', 'adversary exploits functionality', 'adversary exploits weakness', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary']","[' Disable Java Script in the browser', ' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.', ' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.']"
0,TP-Link,204,"['adversary exploits', 'protected stateful firewall', 'adversary exploits functionality', 'identifying information', 'different operating systems', 'sequence number generation', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary exploits weakness', 'adversary']","[' Disable Java Script in the browser', ' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.']"
0,WeMo,63,"['buffer overflow', 'possibility encode potentially', 'user controllable input', 'buffer overflow vulnerability', 'causing buffer overflow', 'leverages implicit trust', 'possibility encode potentially', 'leverages implicit trust', 'authoritative reputable', 'possibility encode potentially', 'input']",[]
0,Razer,29,"['buffer overflow vulnerability', 'access functionality', 'previously transaction perform', 'race condition occurring', 'allocated buffer', 'overflow crafts malicious', 'directory contents', 'overflow vulnerability targeted', 'obtains authoritative reputable', 'organization purpose disruption', 'buffer']",[]
0,Synology,197,"['sensitive information', 'protected stateful firewall', 'adversary exploits functionality', 'within application framework', 'different operating systems', 'adversary uses stolen', 'different operating systems', 'arbitrary code execution', 'adversary exploits functionality', 'vulnerable application', 'adversary']",[' Disable Java Script in the browser']
0,GE Smart,280,"['adversary exploits weakness', 'adversary execute flooding', 'adversary execute flooding', 'adversary exploits functionality', 'within application framework', 'within application framework', 'within application framework', 'within application framework', 'adversary exploits functionality', 'adversary previously installed', 'adversary']","[' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.', ' Disable Java Script in the browser', ' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.']"
0,Edimax,64,"['malicious script', 'possibility encode potentially', 'scripting malicious script', 'user controllable input', 'considerations exactly inspection', 'scripting malicious script', 'buffer overflow vulnerability', 'handling routines', 'possibility encode potentially', 'causing buffer overflow', 'input']",[]
0,Haier,0,[],[]
0,HomeMatic,153,"['adversary exploits', 'protected stateful firewall', 'adversary exploits functionality', 'different operating systems', 'authentication mechanism', 'adversary exploits functionality', 'adversary exploits functionality', 'sensitive information', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary']",[' Disable Java Script in the browser']
0,Ikea,320,"['adversary exploits weakness', 'adversary execute flooding', 'adversary execute flooding', 'within application framework', 'adversary execute flooding', 'adversary exploits functionality', 'adversary execute flooding', 'within application framework', 'adversary exploits functionality', 'within application framework', 'adversary']","[' Disable Java Script in the browser', ' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.', ' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.']"
0,LG Electronics,66,"['operating systems', 'adversary exploits functionality', 'predictable sequence number', 'predictable sequence number', 'adversary exploits functionality', 'spoofing session hijacking', 'spoofing session hijacking', 'usually referred ping', 'connect scanning', 'network reconnaissance', 'port']",[' Disable Java Script in the browser']
0,Miele,19,"['authentication', 'interpreted', 'server believes', 'passes file system', 'authentication mechanism', 'server believes', 'authentication', 'permissions possible upload', 'existing infrastructure', 'identifying information']",[]
0,NetGear Arlo,7,"['configuration', 'file system', 'elevated privileges', 'elevated privileges', 'elevated privileges', 'hard coded', 'application server execute', 'strings', 'software', 'http', 'elevated']",[]
0,Osram,88,"['operating systems', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary exploits functionality', 'sequence number generation', 'adversary exploits weakness', 'privilege level type', 'packet operating systems', 'adversary exploits weakness', 'system starts also', 'port']",[' Disable Java Script in the browser']
0,Philips Hue,13,"['application framework order', 'domain name', 'change destination content', 'transactions', 'obtain plaintext', 'confidential information', 'communication protocol', 'malware exposure financial', 'secret space', 'masquerade part pharming', 'within']","[' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.']"
0,Panasonic,273,"['adversary exploits weakness', 'adversary execute flooding', 'adversary execute flooding', 'adversary exploits functionality', 'within application framework', 'within application framework', 'within application framework', 'adversary execute flooding', 'adversary exploits functionality', 'sensitive information', 'adversary']","[' Disable Java Script in the browser', ' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.', ' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.']"
0,Schneider,222,"['adversary exploits weakness', 'protected stateful firewall', 'adversary execute flooding', 'adversary exploits functionality', 'within application framework', 'within application framework', 'sensitive information', 'adversary exploits functionality', 'arbitrary code execution', 'within application framework', 'adversary']",[' Disable Java Script in the browser']
0,Siemens Home,7,"['vulnerable application', 'vulnerabilities', 'file scripting', 'algorithm pseudorandom number', 'used application', 'malicious script', 'adversary vulnerable application', 'attacks', 'file', 'signature']",[]
0,Sony smart,9,"['error messages', 'error messages', 'intermediate', 'structures', 'abused create excessive', 'intermediate', 'configuration', 'access potentially privileged', 'application error messages', 'messages']",[]
0,Smarter,127,"['adversary exploits', 'fingerprinting probe', 'adversary exploits functionality', 'different operating systems', 'adversary exploits functionality', 'adversary exploits functionality', 'accomplished sending segments', 'environment variables', 'adversary exploits functionality', 'authentication mechanism', 'port']",[' Disable Java Script in the browser']
0,Samsung electronics,246,"['adversary exploits weakness', 'different operating systems', 'adversary exploits functionality', 'adversary exploits functionality', 'within application framework', 'different operating systems', 'adversary exploits functionality', 'adversary exploits weakness', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary']","[' Disable Java Script in the browser', ' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.', ' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.']"
0,TP-Link,204,"['adversary exploits', 'protected stateful firewall', 'adversary exploits functionality', 'identifying information', 'different operating systems', 'sequence number generation', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary exploits weakness', 'adversary']","[' Disable Java Script in the browser', ' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.']"
0,WeMo,63,"['buffer overflow', 'possibility encode potentially', 'user controllable input', 'buffer overflow vulnerability', 'causing buffer overflow', 'leverages implicit trust', 'possibility encode potentially', 'leverages implicit trust', 'authoritative reputable', 'possibility encode potentially', 'input']",[]
0,Razer,29,"['buffer overflow vulnerability', 'access functionality', 'previously transaction perform', 'race condition occurring', 'allocated buffer', 'overflow crafts malicious', 'directory contents', 'overflow vulnerability targeted', 'obtains authoritative reputable', 'organization purpose disruption', 'buffer']",[]
0,Synology,197,"['sensitive information', 'protected stateful firewall', 'adversary exploits functionality', 'within application framework', 'different operating systems', 'adversary uses stolen', 'different operating systems', 'arbitrary code execution', 'adversary exploits functionality', 'vulnerable application', 'adversary']",[' Disable Java Script in the browser']
0,Arlo,7,"['configuration', 'file system', 'elevated privileges', 'elevated privileges', 'elevated privileges', 'hard coded', 'application server execute', 'strings', 'software', 'http', 'elevated']",[]
0,GE Smart,280,"['adversary exploits weakness', 'adversary execute flooding', 'adversary execute flooding', 'adversary exploits functionality', 'within application framework', 'within application framework', 'within application framework', 'within application framework', 'adversary exploits functionality', 'adversary previously installed', 'adversary']","[' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.', ' Disable Java Script in the browser', ' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.']"
0,Edimax,64,"['malicious script', 'possibility encode potentially', 'scripting malicious script', 'user controllable input', 'considerations exactly inspection', 'scripting malicious script', 'buffer overflow vulnerability', 'handling routines', 'possibility encode potentially', 'causing buffer overflow', 'input']",[]
0,Haier,0,[],[]
0,HomeMatic,153,"['adversary exploits', 'protected stateful firewall', 'adversary exploits functionality', 'different operating systems', 'authentication mechanism', 'adversary exploits functionality', 'adversary exploits functionality', 'sensitive information', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary']",[' Disable Java Script in the browser']
0,Ikea,320,"['adversary exploits weakness', 'adversary execute flooding', 'adversary execute flooding', 'within application framework', 'adversary execute flooding', 'adversary exploits functionality', 'adversary execute flooding', 'within application framework', 'adversary exploits functionality', 'within application framework', 'adversary']","[' Disable Java Script in the browser', ' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.', ' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.']"
0,LG Electronics,66,"['operating systems', 'adversary exploits functionality', 'predictable sequence number', 'predictable sequence number', 'adversary exploits functionality', 'spoofing session hijacking', 'spoofing session hijacking', 'usually referred ping', 'connect scanning', 'network reconnaissance', 'port']",[' Disable Java Script in the browser']
0,Miele,19,"['authentication', 'interpreted', 'server believes', 'passes file system', 'authentication mechanism', 'server believes', 'authentication', 'permissions possible upload', 'existing infrastructure', 'identifying information']",[]
0,NetGear Arlo,7,"['configuration', 'file system', 'elevated privileges', 'elevated privileges', 'elevated privileges', 'hard coded', 'application server execute', 'strings', 'software', 'http', 'elevated']",[]
0,Osram,88,"['operating systems', 'adversary exploits functionality', 'adversary exploits functionality', 'adversary exploits functionality', 'sequence number generation', 'adversary exploits weakness', 'privilege level type', 'packet operating systems', 'adversary exploits weakness', 'system starts also', 'port']",[' Disable Java Script in the browser']
0,Philips Hue,13,"['application framework order', 'domain name', 'change destination content', 'transactions', 'obtain plaintext', 'confidential information', 'communication protocol', 'malware exposure financial', 'secret space', 'masquerade part pharming', 'within']","[' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.']"
0,Panasonic,273,"['adversary exploits weakness', 'adversary execute flooding', 'adversary execute flooding', 'adversary exploits functionality', 'within application framework', 'within application framework', 'within application framework', 'adversary execute flooding', 'adversary exploits functionality', 'sensitive information', 'adversary']","[' Disable Java Script in the browser', ' Make sure your DNS servers have been updated to the latest versions  UNIX services like rlogin, rsh/rcp, xhost, and nfs are all susceptible to wrong information being held in a cache. Care should be taken with these services so they do not rely upon DNS caches that have been exposed to the Internet.  Disable client side DNS caching.', ' Disable client side caching. Implementation: Listens for query replies on a network, and sends a notification via email when an entry changes.', ' Disable iFrames in the Web browser. Operation: When maintaining an authenticated session with a privileged target system, do not use the same browser to navigate to unfamiliar sites to perform other activities. Finish working with the target system and logout first before proceeding to other tasks. Operation: If using the Firefox browser, use the NoScript plug-in that will help forbid iFrames.']"
0,Schneider,222,"['adversary exploits weakness', 'protected stateful firewall', 'adversary execute flooding', 'adversary exploits functionality', 'within application framework', 'within application framework', 'sensitive information', 'adversary exploits functionality', 'arbitrary code execution', 'within application framework', 'adversary']",[' Disable Java Script in the browser']
0,Siemens Home,7,"['vulnerable application', 'vulnerabilities', 'file scripting', 'algorithm pseudorandom number', 'used application', 'malicious script', 'adversary vulnerable application', 'attacks', 'file', 'signature']",[]
0,Sony smart,9,"['error messages', 'error messages', 'intermediate', 'structures', 'abused create excessive', 'intermediate', 'configuration', 'access potentially privileged', 'application error messages', 'messages']",[]
